Subject,counterBalance,counterBalance.Cycle,counterBalance.Sample,Running[Block],Trial,consonant,filename[Trial],filler,isHigh,isTarget,Perception.Duration[Trial],Perception.OffsetTime[Trial],Perception.OnsetTime[Trial],Perception.RESP[Trial],Perception.RT[Trial],Perception.RTTime[Trial],Running[Trial],Stimuli[Trial],strPattern,sylStr,targetWord,response,accuracy,subACC,wrdACC, targetDur,realRT,subRT,wrdRT,sequence,CV_freq
49,2,2,1,counterBalance,21,p,TP2_8-CVC-SS-7-DULLpoash.wav,target,y,,3000,11627721,11626093,1.0,1622,11627715,list2,DULLpoash,SS,CVC,DULL,dull,1,0.1625,0.431034483,0.29702,1324.98,1324.98,1324.98,P OW,691
49,2,2,1,counterBalance,35,t,TP2_14-CVC-SW-30-CLIFFt@dge.wav,target,n,,3000,11678398,11677226,1.0,1158,11678384,list2,CLIFFt@dge,SW,CVC,CLIFF,cliff,1,0.1625,0.879310345,0.38055,777.45,777.45,777.45,T AH,5672
49,2,2,1,counterBalance,45,s,TP2_18-CVCC-SS-20-RINSEib.wav,target,y,,3000,11718059,11715059,,0,0,list2,RINSEib,SS,CVCC,RINSE,rinse,1,0.1625,0.310344828,0.45882,-458.82,-458.82,-458.82,S EY,516
49,2,2,1,counterBalance,71,d,TP2_28-CVC-SS-35-QUEENdardge.wav,target,n,,3000,11804284,11802843,1.0,1421,11804264,list2,QUEENdardge,SS,CVC,QUEEN,queen,1,0.1625,0.948275862,0.34113,1079.87,1079.87,1079.87,D AA,878
49,2,2,1,counterBalance,79,d,TP2_31-CVCC-SS-32-CHILDap.wav,target,n,,3000,11836293,11833293,,0,0,list2,CHILDap,SS,CVCC,CHILD,child,1,0.1625,0.724137931,0.44365,-443.65,-443.65,-443.65,D AE,531
49,2,2,1,counterBalance,90,t,TP2_35-CVC-SW-26-STIFFt@g.wav,target,n,,3000,11872781,11871643,1.0,1128,11872771,list2,STIFFt@g,SW,CVC,STIFF,stiff,1,0.1625,0.948275862,0.46135,666.65,666.65,666.65,T AH,5672
49,2,2,1,counterBalance,101,t,TP2_40-CVCC-SS-30-GIFTudge.wav,target,n,,3000,11910058,11908709,1.0,1345,11910054,list2,GIFTudge,SS,CVCC,GIFT,gift,1,0.1625,0.793103448,0.34647,998.53,998.53,998.53,T AA,1303
49,2,2,1,counterBalance,104,k,TP2_41-CVCC-SW-9-RISK@m.wav,target,y,,3000,11920701,11919309,1.0,1388,11920697,list2,RISK@m,SW,CVCC,RISK,risk,1,0.1625,0.827586207,0.3654,1022.6,1022.6,1022.6,K AH,5744
49,2,2,1,counterBalance,114,p,TP2_45-CVCC-SW-1-STAMP@dge.wav,target,y,,3000,11960024,11958776,1.0,1239,11960015,list2,STAMP@dge,SW,CVCC,STAMP,stamp,1,0.1625,0.879310345,0.56707,671.93,671.93,671.93,P AH,1676
49,2,2,1,counterBalance,124,k,TP2_49-CVC-SS-9-KISSkom.wav,target,y,,3000,11998443,11995443,,0,0,list2,KISSkom,SS,CVC,KISS,kiss,1,0.1625,0.551724138,0.30126,-301.26,-301.26,-301.26,K AA,3316
49,2,2,1,counterBalance,139,k,TP2_55-CVCC-SW-15-DUSK@dge.wav,target,y,,3000,12044501,12043176,1.0,1320,12044496,list2,DUSK@dge,SW,CVCC,DUSK,dusk,1,0.1625,0.672413793,0.41513,904.87,904.87,904.87,K AH,5744
49,2,2,1,counterBalance,143,ch,TP2_57-CVCC-SS-38-TRENCHoib.wav,target,n,,3000,12060544,12058943,1.0,1601,12060544,list2,TRENCHoib,SS,CVCC,TRENCH,trench,1,0.1625,0.620689655,0.43994,1161.06,1161.06,1161.06,CH OY,11
52,1,2,1,counterBalance,5,t,TP1_2-CVCC-SW-28-GRUNT@the.wav,target,n,,3000,697488,694488,,0,0,list1,GRUNT@the,SW,CVCC,GRUNT,grunt,1,0.5875,0.327586207,0.34602,-346.02,-346.02,-346.02,T AH,5672
52,1,2,1,counterBalance,7,ch,TP1_3-CVCC-SW-40-LUNCH@the.wav,target,n,,3000,701633,700588,1.0,1034,701622,list1,LUNCH@the,SW,CVCC,LUNCH,lunch,1,0.5875,0.413793103,0.33706,696.94,696.94,696.94,CH AH,626
52,1,2,1,counterBalance,15,t,TP1_6-CVC-SW-29-GRINt@th.wav,target,n,,3000,733155,730155,,0,0,list1,GRINt@th,SW,CVC,GRIN,grin,1,0.5875,0.206896552,0.25665,-256.65,-256.65,-256.65,T AH,5672
52,1,2,1,counterBalance,23,t,TP1_9-CVC-SS-22-GELtaudge.wav,target,n,,3000,760471,757471,,0,0,list1,GELtaudge,SS,CVC,GEL,gel,1,0.5875,0.74137931,0.33903,-339.03,-339.03,-339.03,T AW,157
52,1,2,1,counterBalance,25,p,TP1_10-CVCC-SS-5-CLUMPaedge.wav,target,y,,3000,766555,763555,,0,0,list1,CLUMPaedge,SS,CVCC,CLUMP,clump,1,0.5875,0.568965517,0.34446,-344.46,-344.46,-344.46,P AE,927
52,1,2,1,counterBalance,28,k,TP1_11-CVCC-SW-14-HUSK@the.wav,target,y,,3000,777121,774121,,0,0,list1,HUSK@the,SW,CVCC,HUSK,husk,1,0.5875,0.534482759,0.39157,-391.57,-391.57,-391.57,K AH,5744
52,1,2,1,counterBalance,31,p,TP1_12-CVCC-SW-2-CHIMP@dge.wav,target,y,,3000,787988,784988,,0,0,list1,CHIMP@dge,SW,CVCC,CHIMP,chimp,1,0.5875,0.431034483,0.3371,-337.1,-337.1,-337.1,P AH,1676
52,1,2,1,counterBalance,38,t,TP1_15-CVC-SW-23-PILLt@g.wav,target,n,,3000,811972,808972,,0,0,list1,PILLt@g,SW,CVC,PILL,pill,1,0.5875,0.655172414,0.23788,-237.88,-237.88,-237.88,T AH,5672
52,1,2,1,counterBalance,43,k,TP1_17-CVCC-SS-11-TUSKom.wav,target,y,,3000,828822,825822,,0,0,list1,TUSKom,SS,CVCC,TUSK,tusk,1,0.5875,0.620689655,0.43791,-437.91,-437.91,-437.91,K AA,3316
52,1,2,1,counterBalance,45,s,TP1_18-CVCC-SW-20-RINSE@b.wav,target,y,,3000,833520,831888,1.0,1627,833515,list1,RINSE@b,SW,CVCC,RINSE,rinse,1,0.5875,0.310344828,0.41961,1207.39,1207.39,1207.39,S AH,5062
52,1,2,1,counterBalance,48,d,TP1_19-CVCC-SW-34-BLAND@the.wav,target,n,,3000,845622,844522,1.0,1085,845607,list1,BLAND@the,SW,CVCC,BLAND,bland,1,0.5875,0.551724138,0.34343,741.57,741.57,741.57,D AH,3692
52,1,2,1,counterBalance,53,d,TP1_21-CVCC-SS-33-BLINDaethe.wav,target,n,,3000,864188,862688,1.0,1498,864186,list1,BLINDaethe,SS,CVCC,BLIND,blind,1,0.5875,0.879310345,0.43329,1064.71,1064.71,1064.71,D AE,531
52,1,2,1,counterBalance,59,k,TP1_23-CVC-SW-13-MESSk@l.wav,target,y,,3000,886016,885072,1.0,940,886012,list1,MESSk@l,SW,CVC,MESS,mess,1,0.5875,0.482758621,0.28304,656.96,656.96,656.96,K AH,5744
52,1,2,1,counterBalance,64,k,TP1_25-CVCC-SS-13-DESKael.wav,target,y,,3000,907342,905138,1.0,2204,907342,list1,DESKael,SS,CVCC,DESK,desk,1,0.5875,0.74137931,0.39713,1806.87,1061.8115,852.2778049,K AE,1904
52,1,2,1,counterBalance,66,t,TP1_26-CVC-SS-28-NUNteithe.wav,target,n,,3000,916555,913555,,0,0,list1,NUNteithe,SS,CVC,NUN,nun,1,0.5875,0.275862069,0.32146,-321.46,-321.46,-321.46,T EY,1083
52,1,2,1,counterBalance,68,ch,TP1_27-CVCC-SS-39-MUNCHoab.wav,target,n,,3000,922638,919638,,0,0,list1,MUNCHoab,SS,CVCC,MUNCH,munch,1,0.5875,0.482758621,0.45999,-459.99,-459.99,-459.99,CH OW,87
52,1,2,1,counterBalance,71,d,TP1_28-CVC-SW-35-QUEENd@rdge.wav,target,n,,3000,929952,928772,1.0,1166,929938,list1,QUEENd@rdge,SW,CVC,QUEEN,queen,1,0.5875,0.948275862,0.31881,847.19,847.19,847.19,D AA,878
52,1,2,1,counterBalance,76,d,TP1_30-CVCC-SS-37-GLANDauk.wav,target,n,,3000,950594,948472,1.0,2116,950588,list1,GLANDauk,SS,CVCC,GLAND,gland,1,0.5875,0.293103448,0.33873,1777.27,1061.8115,1777.27,D AW,257
52,1,2,1,counterBalance,79,d,TP1_31-CVCC-SW-32-CHILD@p.wav,target,n,,3000,960761,959838,1.0,907,960745,list1,CHILD@p,SW,CVCC,CHILD,child,1,0.5875,0.724137931,0.40493,502.07,502.07,502.07,D AH,3692
52,1,2,1,counterBalance,82,p,TP1_32-CVCC-SS-3-STUMPol.wav,target,y,,3000,973005,970005,,0,0,list1,STUMPol,SS,CVCC,STUMP,stump,1,0.5875,0.74137931,0.55593,-555.93,-555.93,-555.93,P AA,1338
52,1,2,1,counterBalance,87,ch,TP1_34-CVC-SW-39-FUNch@b.wav,target,n,,3000,989755,986755,,0,0,list1,FUNch@b,SW,CVC,FUN,fun,1,0.5875,0.482758621,0.32247,-322.47,-322.47,-322.47,CH AH,626
52,1,2,1,counterBalance,90,t,TP1_35-CVC-SS-26-STIFFteig.wav,target,n,,3000,1003355,1000355,,0,0,list1,STIFFteig,SS,CVC,STIFF,stiff,1,0.5875,0.948275862,0.4725,-472.5,-472.5,-472.5,T EY,1083
52,1,2,1,counterBalance,101,t,TP1_40-CVCC-SW-30-GIFT@dge.wav,target,n,,3000,1043085,1041422,1.0,1649,1043071,list1,GIFT@dge,SW,CVCC,GIFT,gift,1,0.5875,0.793103448,0.30744,1341.56,1341.56,1341.56,T AH,5672
52,1,2,1,counterBalance,104,k,TP1_41-CVCC-SS-9-RISKom.wav,target,y,,3000,1053629,1052338,1.0,1284,1053622,list1,RISKom,SS,CVCC,RISK,risk,1,0.5875,0.827586207,0.37585,908.15,908.15,908.15,K AA,3316
52,1,2,1,counterBalance,106,t,TP1_42-CVCC-SW-26-LIFT@g.wav,target,n,,3000,1061498,1059822,1.0,1662,1061484,list1,LIFT@g,SW,CVCC,LIFT,lift,1,0.5875,0.896551724,0.40401,1257.99,1257.99,1257.99,T AH,5672
52,1,2,1,counterBalance,109,d,TP1_43-CVC-SW-37-CLANd@k.wav,target,n,,3000,1074280,1072405,1.0,1865,1074270,list1,CLANd@k,SW,CVC,CLAN,clan,1,0.5875,0.396551724,0.32968,1535.32,1535.32,1535.32,D AH,3692
52,1,2,1,counterBalance,111,p,TP1_44-CVCC-SW-8-PUMP@l.wav,target,y,,3000,1083489,1080489,,0,0,list1,PUMP@l,SW,CVCC,PUMP,pump,1,0.5875,0.534482759,0.3074,-307.4,-307.4,-307.4,P AH,1676
52,1,2,1,counterBalance,114,p,TP1_45-CVCC-SS-1-STAMPidge.wav,target,y,,3000,1091181,1089589,1.0,1592,1091181,list1,STAMPidge,SS,CVCC,STAMP,stamp,1,0.5875,0.879310345,0.57557,1016.43,1016.43,1016.43,P IH,1317
52,1,2,1,counterBalance,116,s,TP1_46-CVCC-SW-18-SENSE@l.wav,target,y,,3000,1098887,1097372,1.0,1505,1098877,list1,SENSE@l,SW,CVCC,SENSE,sense,1,0.5875,0.431034483,0.49528,1009.72,1009.72,1009.72,S AH,5062
52,1,2,1,counterBalance,121,k,TP1_48-CVC-SW-17-PASSk@k.wav,target,y,,3000,1117239,1114239,,0,0,list1,PASSk@k,SW,CVC,PASS,pass,1,0.5875,0.25862069,0.48966,-489.66,-489.66,-489.66,K AH,5744
52,1,2,1,counterBalance,124,k,TP1_49-CVC-SW-9-KISSk@m.wav,target,y,,3000,1126009,1124889,1.0,1113,1126002,list1,KISSk@m,SW,CVC,KISS,kiss,1,0.5875,0.551724138,0.28677,826.23,826.23,826.23,K AH,5744
52,1,2,1,counterBalance,126,k,TP1_50-CVC-SS-14-PLUSkaethe.wav,target,y,,3000,1137286,1134372,1.0,2904,1137276,list1,PLUSkaethe,SS,CVC,PLUS,plus,1,0.5875,0.344827586,0.35271,2551.29,2551.29,1282.405294,K AE,1904
52,1,2,1,counterBalance,129,t,TP1_51-CVCC-SS-25-PELTeish.wav,target,n,,3000,1149555,1146555,,0,0,list1,PELTeish,SS,CVCC,PELT,pelt,1,0.5875,0.551724138,0.42405,-424.05,-424.05,-424.05,T EY,1083
52,1,2,1,counterBalance,131,p,TP1_52-CVCC-SW-6-SCALP@b.wav,target,y,,3000,1154233,1152655,1.0,1567,1154222,list1,SCALP@b,SW,CVCC,SCALP,scalp,1,0.5875,0.5,0.53475,1032.25,1032.25,1032.25,P AH,1676
52,1,2,1,counterBalance,139,k,TP1_55-CVCC-SS-15-DUSKoadge.wav,target,y,,3000,1183763,1182572,1.0,1187,1183759,list1,DUSKoadge,SS,CVCC,DUSK,dusk,1,0.5875,0.672413793,0.44228,744.72,744.72,744.72,K OW,2086
52,1,2,1,counterBalance,141,k,TP1_56-CVCC-SW-12-DISK@l.wav,target,y,,3000,1191284,1189972,1.0,1311,1191283,list1,DISK@l,SW,CVCC,DISK,disk,1,0.5875,0.396551724,0.41842,892.58,892.58,892.58,K AH,5744
52,1,2,1,counterBalance,143,ch,TP1_57-CVCC-SW-38-TRENCH@b.wav,target,n,,3000,1200472,1197472,,0,0,list1,TRENCH@b,SW,CVCC,TRENCH,trench,1,0.5875,0.620689655,0.5473,-547.3,-547.3,-547.3,CH AH,626
52,1,2,1,counterBalance,146,t,TP1_58-CVC-SW-25-YELLt@sh.wav,target,n,,3000,1209666,1208255,1.0,1400,1209655,list1,YELLt@sh,SW,CVC,YELL,yell,1,0.5875,0.637931034,0.39522,1004.78,1004.78,1004.78,T AH,5672
52,1,2,1,counterBalance,149,k,TP1_59-CVCC-SW-10-TASK@dge.wav,target,y,,3000,1221922,1218922,,0,0,list1,TASK@dge,SW,CVCC,TASK,task,1,0.5875,0.534482759,0.45619,-456.19,-456.19,-456.19,K AH,5744
52,1,2,1,counterBalance,154,p,TP1_61-CVCC-SW-4-SHRIMP@l.wav,target,y,,3000,1236826,1235755,1.0,1065,1236820,list1,SHRIMP@l,SW,CVCC,SHRIMP,shrimp,1,0.5875,0.827586207,0.43478,630.22,630.22,630.22,P AH,1676
52,1,2,1,counterBalance,159,p,TP1_63-CVCC-SS-7-PULPoash.wav,target,y,,3000,1255422,1253822,1.0,1590,1255412,list1,PULPoash,SS,CVCC,PULP,pulp,1,0.5875,0.568965517,0.3872,1202.8,1202.8,1202.8,P OW,691
52,1,2,1,counterBalance,164,t,TP1_65-CVCC-SS-21-MINTaup.wav,target,n,,3000,1273756,1270756,,0,0,list1,MINTaup,SS,CVCC,MINT,mint,1,0.5875,0.344827586,0.3833,-383.3,-383.3,-383.3,T AW,157
52,1,2,1,counterBalance,167,t,TP1_66-CVCC-SW-22-MELT@dge.wav,target,n,,3000,1282628,1281055,1.0,1571,1282626,list1,MELT@dge,SW,CVCC,MELT,melt,1,0.5875,0.913793103,0.46224,1108.76,1108.76,1108.76,T AH,5672
52,1,2,1,counterBalance,178,t,TP1_71-CVCC-SS-29-FLINTuth.wav,target,n,,3000,1323967,1322322,1.0,1631,1323953,list1,FLINTuth,SS,CVCC,FLINT,flint,1,0.5875,0.396551724,0.43849,1192.51,1192.51,1192.51,T AA,1303
52,1,2,1,counterBalance,180,t,TP1_72-CVCC-SS-27-FRONTeish.wav,target,n,,3000,1331688,1330189,1.0,1498,1331687,list1,FRONTeish,SS,CVCC,FRONT,front,1,0.5875,0.603448276,0.39628,1101.72,1101.72,1101.72,T EY,1083
52,1,2,1,counterBalance,186,k,TP1_74-CVCC-SS-17-MASKuk.wav,target,y,,3000,1358239,1355239,,0,0,list1,MASKuk,SS,CVCC,MASK,mask,1,0.5875,0.551724138,0.46266,-462.66,-462.66,-462.66,K AH,5744
52,1,2,1,counterBalance,194,k,TP1_78-CVC-SS-10-GRASSkodge.wav,target,y,,3000,1384235,1382222,1.0,2006,1384228,list1,GRASSkodge,SS,CVC,GRASS,grass,1,0.5875,0.482758621,0.50687,1499.13,1499.13,1499.13,K AA,3316
54,2,2,1,counterBalance,13,k,TP2_5-CVC-SW-12-MISSk@l.wav,target,y,,3000,10387972,10386290,1.0,1670,10387960,list2,MISSk@l,SW,CVC,MISS,miss,1,0.3125,0.620689655,0.35211,1317.89,1317.89,1317.89,K AH,5744
54,2,2,1,counterBalance,25,p,TP2_10-CVCC-SW-5-CLUMP@dge.wav,target,y,,3000,10428243,10427023,1.0,1203,10428226,list2,CLUMP@dge,SW,CVCC,CLUMP,clump,1,0.3125,0.568965517,0.3849,818.1,818.1,818.1,P AH,1676
54,2,2,1,counterBalance,28,k,TP2_11-CVCC-SS-14-HUSKaethe.wav,target,y,,3000,10439102,10437507,1.0,1584,10439091,list2,HUSKaethe,SS,CVCC,HUSK,husk,1,0.3125,0.534482759,0.40733,1176.67,1176.67,1176.67,K AE,1904
54,2,2,1,counterBalance,35,t,TP2_14-CVC-SW-30-CLIFFt@dge.wav,target,n,,3000,10461820,10460490,1.0,1329,10461819,list2,CLIFFt@dge,SW,CVC,CLIFF,clift,1,0.3125,0.879310345,0.38055,948.45,948.45,948.45,T AH,5672
54,2,2,1,counterBalance,43,k,TP2_17-CVCC-SW-11-TUSK@m.wav,target,y,,3000,10487236,10486257,1.0,964,10487221,list2,TUSK@m,SW,CVCC,TUSK,tusk,1,0.3125,0.620689655,0.38215,581.85,581.85,581.85,K AH,5744
54,2,2,1,counterBalance,48,d,TP2_19-CVCC-SS-34-BLANDarthe.wav,target,n,,3000,10503649,10502523,1.0,1114,10503637,list2,BLANDarthe,SS,CVCC,BLAND,bland,1,0.3125,0.551724138,0.36612,747.88,747.88,747.88,D AA,878
54,2,2,1,counterBalance,53,d,TP2_21-CVCC-SW-33-BLIND@the.wav,target,n,,3000,10519893,10518957,1.0,921,10519878,list2,BLIND@the,SW,CVCC,BLIND,blind,1,0.3125,0.879310345,0.41195,509.05,509.05,509.05,D AH,3692
54,2,2,1,counterBalance,64,k,TP2_25-CVCC-SW-13-DESK@l.wav,target,y,,3000,10554711,10553424,1.0,1285,10554709,list2,DESK@l,SW,CVCC,DESK,desk,1,0.3125,0.74137931,0.38859,896.41,896.41,896.41,K AH,5744
54,2,2,1,counterBalance,71,d,TP2_28-CVC-SS-35-QUEENdardge.wav,target,n,,3000,10577035,10576107,1.0,923,10577030,list2,QUEENdardge,SS,CVC,QUEEN,queen,1,0.3125,0.948275862,0.34113,581.87,581.87,581.87,D AA,878
54,2,2,1,counterBalance,79,d,TP2_31-CVCC-SS-32-CHILDap.wav,target,n,,3000,10602682,10601507,1.0,1173,10602680,list2,CHILDap,SS,CVCC,CHILD,child,1,0.3125,0.724137931,0.44365,729.35,729.35,729.35,D AE,531
54,2,2,1,counterBalance,82,p,TP2_32-CVCC-SW-3-STUMP@l.wav,target,y,,3000,10613091,10611940,1.0,1146,10613086,list2,STUMP@l,SW,CVCC,STUMP,stump,1,0.3125,0.74137931,0.55821,587.79,587.79,587.79,P AH,1676
54,2,2,1,counterBalance,84,t,TP2_33-CVC-SS-21-THINtaup.wav,target,n,,3000,10620421,10619274,1.0,1136,10620410,list2,THINtaup,SS,CVC,THIN,thin,1,0.3125,0.413793103,0.26757,868.43,868.43,868.43,T AW,157
54,2,2,1,counterBalance,87,ch,TP2_34-CVC-SS-39-FUNchoab.wav,target,n,,3000,10631191,10629640,1.0,1536,10631176,list2,FUNchoab,SS,CVC,FUN,fun,1,0.3125,0.482758621,0.35177,1184.23,1184.23,1184.23,CH OW,87
54,2,2,1,counterBalance,90,t,TP2_35-CVC-SW-26-STIFFt@g.wav,target,n,,3000,10641785,10640440,1.0,1329,10641769,list2,STIFFt@g,SW,CVC,STIFF,stiff,1,0.3125,0.948275862,0.46135,867.65,867.65,867.65,T AH,5672
54,2,2,1,counterBalance,104,k,TP2_41-CVCC-SW-9-RISK@m.wav,target,y,,3000,10687077,10686024,1.0,1034,10687058,list2,RISK@m,SW,CVCC,RISK,risk,1,0.3125,0.827586207,0.3654,668.6,668.6,668.6,K AH,5744
54,2,2,1,counterBalance,106,t,TP2_42-CVCC-SS-26-LIFTeig.wav,target,n,,3000,10694680,10693274,1.0,1394,10694668,list2,LIFTeig,SS,CVCC,LIFT,lift,1,0.3125,0.896551724,0.40094,993.06,993.06,993.06,T EY,1083
54,2,2,1,counterBalance,111,p,TP2_44-CVCC-SS-8-PUMPul.wav,target,y,,3000,10711578,10710007,1.0,1565,10711572,list2,PUMPul,SS,CVCC,PUMP,pump,1,0.3125,0.534482759,0.36606,1198.94,1198.94,1198.94,P AA,1338
54,2,2,1,counterBalance,114,p,TP2_45-CVCC-SW-1-STAMP@dge.wav,target,y,,3000,10722455,10720807,1.0,1633,10722440,list2,STAMP@dge,SW,CVCC,STAMP,stamp,1,0.3125,0.879310345,0.56707,1065.93,1065.93,1065.93,P AH,1676
54,2,2,1,counterBalance,126,k,TP2_50-CVC-SW-14-PLUSk@the.wav,target,y,,3000,10760142,10759040,1.0,1102,10760142,list2,PLUSk@the,SW,CVC,PLUS,plus,1,0.3125,0.344827586,0.36955,732.45,732.45,732.45,K AH,5744
54,2,2,1,counterBalance,141,k,TP2_56-CVCC-SS-12-DISKael.wav,target,y,,3000,10808573,10807124,1.0,1445,10808569,list2,DISKael,SS,CVCC,DISK,disk,1,0.3125,0.396551724,0.36372,1081.28,1081.28,1081.28,K AE,1904
54,2,2,1,counterBalance,154,p,TP2_61-CVCC-SS-4-SHRIMPol.wav,target,y,,3000,10849588,10848157,1.0,1425,10849582,list2,SHRIMPol,SS,CVCC,SHRIMP,shrimp,1,0.3125,0.827586207,0.4698,955.2,955.2,955.2,P AA,1338
54,2,2,1,counterBalance,156,t,TP2_62-CVCC-SS-24-HINTeig.wav,target,n,,3000,10857261,10855791,1.0,1456,10857247,list2,HINTeig,SS,CVCC,HINT,hint,1,0.3125,0.586206897,0.38438,1071.62,1071.62,1071.62,T EY,1083
54,2,2,1,counterBalance,159,p,TP2_63-CVCC-SW-7-PULP@sh.wav,target,y,,3000,10867682,10866507,1.0,1166,10867673,list2,PULP@sh,SW,CVCC,PULP,pulp,1,0.3125,0.568965517,0.35114,814.86,814.86,814.86,P AH,1676
54,2,2,1,counterBalance,162,s,TP2_64-CVCC-SW-19-PULSE@m.wav,target,y,,3000,10879600,10878274,1.0,1324,10879598,list2,PULSE@m,SW,CVCC,PULSE,pulse,1,0.3125,0.637931034,0.36247,961.53,961.53,961.53,S AH,5062
54,2,2,1,counterBalance,167,t,TP2_66-CVCC-SS-22-MELTaudge.wav,target,n,,3000,10897415,10896207,1.0,1204,10897411,list2,MELTaudge,SS,CVCC,MELT,melt,1,0.3125,0.913793103,0.39497,809.03,809.03,809.03,T AW,157
55,1,2,1,counterBalance,5,t,TP1_2-CVCC-SW-28-GRUNT@the.wav,target,n,,3000,1263466,1262304,1.0,1151,1263455,list1,GRUNT@the,SW,CVCC,GRUNT,grunt,1,0.5375,0.327586207,0.34602,804.98,804.98,804.98,T AH,5672
55,1,2,1,counterBalance,7,ch,TP1_3-CVCC-SW-40-LUNCH@the.wav,target,n,,3000,1271387,1269687,1.0,1688,1271375,list1,LUNCH@the,SW,CVCC,LUNCH,lunch,1,0.5375,0.413793103,0.33706,1350.94,773.5504348,1350.94,CH AH,626
55,1,2,1,counterBalance,10,p,TP1_4-CVC-SS-4-SLIMpol.wav,target,y,,3000,1283218,1282070,1.0,1146,1283216,list1,SLIMpol,SS,CVC,SLIM,slim,1,0.5375,0.568965517,0.48187,664.13,664.13,664.13,P AA,1338
55,1,2,1,counterBalance,13,k,TP1_5-CVC-SS-12-MISSkael.wav,target,y,,3000,1293746,1292487,1.0,1250,1293737,list1,MISSkael,SS,CVC,MISS,miss,1,0.5375,0.620689655,0.32601,923.99,923.99,923.99,K AE,1904
55,1,2,1,counterBalance,18,p,TP1_7-CVC-SW-5-GLUMp@dge.wav,target,y,,3000,1311113,1309120,1.0,1981,1311101,list1,GLUMp@dge,SW,CVC,GLUM,glum,1,0.5375,0.103448276,0.30974,1671.26,1671.26,1671.26,P AH,1676
55,1,2,1,counterBalance,23,t,TP1_9-CVC-SS-22-GELtaudge.wav,target,n,,3000,1329762,1328554,1.0,1189,1329743,list1,GELtaudge,SS,CVC,GEL,gel,1,0.5375,0.74137931,0.33903,849.97,849.97,849.97,T AW,157
55,1,2,1,counterBalance,28,k,TP1_11-CVCC-SW-14-HUSK@the.wav,target,y,,3000,1346245,1345137,1.0,1096,1346233,list1,HUSK@the,SW,CVCC,HUSK,husk,1,0.5375,0.534482759,0.39157,704.43,704.43,704.43,K AH,5744
55,1,2,1,counterBalance,31,p,TP1_12-CVCC-SW-2-CHIMP@dge.wav,target,y,,3000,1356734,1355504,1.0,1228,1356732,list1,CHIMP@dge,SW,CVCC,CHIMP,chimp,1,0.5375,0.431034483,0.3371,890.9,890.9,890.9,P AH,1676
55,1,2,1,counterBalance,35,t,TP1_14-CVC-SS-30-CLIFFtudge.wav,target,n,,3000,1374866,1373720,1.0,1137,1374857,list1,CLIFFtudge,SS,CVC,CLIFF,cliff,1,0.5375,0.879310345,0.3529,784.1,784.1,784.1,T AA,1303
55,1,2,1,counterBalance,38,t,TP1_15-CVC-SW-23-PILLt@g.wav,target,n,,3000,1385463,1384137,1.0,1321,1385458,list1,PILLt@g,SW,CVC,PILL,pill,1,0.5375,0.655172414,0.23788,1083.12,1083.12,1083.12,T AH,5672
55,1,2,1,counterBalance,48,d,TP1_19-CVCC-SW-34-BLAND@the.wav,target,n,,3000,1417030,1416070,1.0,955,1417025,list1,BLAND@the,SW,CVCC,BLAND,bland,1,0.5375,0.551724138,0.34343,611.57,611.57,611.57,D AH,3692
55,1,2,1,counterBalance,51,p,TP1_20-CVC-SS-6-GALpaeb.wav,target,y,,3000,1428839,1427604,1.0,1230,1428834,list1,GALpaeb,SS,CVC,GAL,gal,1,0.5375,0.25862069,0.32915,900.85,900.85,900.85,P AE,927
55,1,2,1,counterBalance,53,d,TP1_21-CVCC-SS-33-BLINDaethe.wav,target,n,,3000,1436080,1435054,1.0,1019,1436073,list1,BLINDaethe,SS,CVCC,BLIND,blind,1,0.5375,0.879310345,0.43329,585.71,585.71,585.71,D AE,531
55,1,2,1,counterBalance,59,k,TP1_23-CVC-SW-13-MESSk@l.wav,target,y,,3000,1455257,1454504,1.0,743,1455247,list1,MESSk@l,SW,CVC,MESS,mess,1,0.5375,0.482758621,0.28304,459.96,459.96,459.96,K AH,5744
55,1,2,1,counterBalance,66,t,TP1_26-CVC-SS-28-NUNteithe.wav,target,n,,3000,1477918,1476704,1.0,1210,1477914,list1,NUNteithe,SS,CVC,NUN,nun,1,0.5375,0.275862069,0.32146,888.54,888.54,888.54,T EY,1083
55,1,2,1,counterBalance,68,ch,TP1_27-CVCC-SS-39-MUNCHoab.wav,target,n,,3000,1485391,1484137,1.0,1247,1485384,list1,MUNCHoab,SS,CVCC,MUNCH,munch,1,0.5375,0.482758621,0.45999,787.01,787.01,787.01,CH OW,87
55,1,2,1,counterBalance,71,d,TP1_28-CVC-SW-35-QUEENd@rdge.wav,target,n,,3000,1495834,1494654,1.0,1170,1495824,list1,QUEENd@rdge,SW,CVC,QUEEN,queen,1,0.5375,0.948275862,0.31881,851.19,851.19,851.19,D AA,878
55,1,2,1,counterBalance,73,t,TP1_29-CVC-SS-24-SINteig.wav,target,n,,3000,1504272,1502054,1.0,2214,1504268,list1,SINteig,SS,CVC,SIN,sin,1,0.5375,0.310344828,0.37397,1840.03,957.8531579,1840.03,T EY,1083
55,1,2,1,counterBalance,79,d,TP1_31-CVCC-SW-32-CHILD@p.wav,target,n,,3000,1523554,1522687,1.0,860,1523547,list1,CHILD@p,SW,CVCC,CHILD,child,1,0.5375,0.724137931,0.40493,455.07,455.07,455.07,D AH,3692
